Ortholog	Version	Category	Description
COG0345	5.0	E	Catalyzes the reduction of 1-pyrroline-5-carboxylate (PCA) to L-proline
COG0345	5.0	E	pyrroline-5-carboxylate reductase activity
COG2377	5.0	F	Catalyzes the specific phosphorylation of 1,6-anhydro-N- acetylmuramic acid (anhMurNAc) with the simultaneous cleavage of the 1,6-anhydro ring, generating MurNAc-6-P. Is required for the utilization of anhMurNAc either imported from the medium or derived from its own cell wall murein, and thus plays a role in cell wall recycling
COG2377	5.0	O	1,6-anhydro-N-acetyl-beta-muramic acid metabolic process
COG5490	5.0	S	Phasin protein
COG1364	5.0	E	glutamate N-acetyltransferase activity
COG1364	5.0	E	Catalyzes two activities which are involved in the cyclic version of arginine biosynthesis the synthesis of N- acetylglutamate from glutamate and acetyl-CoA as the acetyl donor, and of ornithine by transacetylation between N(2)-acetylornithine and glutamate
COG0369	5.0	C	Component of the sulfite reductase complex that catalyzes the 6-electron reduction of sulfite to sulfide. This is one of several activities required for the biosynthesis of L- cysteine from sulfate. The flavoprotein component catalyzes the electron flow from NADPH - FAD - FMN to the hemoprotein component
COG0369	5.0	C	hydroxylamine reductase activity
COG1145	5.0	C	4 iron, 4 sulfur cluster binding
COG1145	5.0	C	4fe-4S ferredoxin, iron-sulfur binding domain protein
32S7J	5.0	Q	PFAM monooxygenase component MmoB DmpM
COG3411	5.0	C	2 iron, 2 sulfur cluster binding
COG3411	5.0	C	Ferredoxin
COG2303	5.0	E	Involved in the biosynthesis of the osmoprotectant glycine betaine. Catalyzes the oxidation of choline to betaine aldehyde and betaine aldehyde to glycine betaine at the same rate
COG2303	5.0	E	choline dehydrogenase activity
COG1057	5.0	H	nicotinate-nucleotide adenylyltransferase activity
COG1057	5.0	H	Catalyzes the reversible adenylation of nicotinate mononucleotide (NaMN) to nicotinic acid adenine dinucleotide (NaAD)
COG0450	5.0	O	peroxiredoxin activity
COG0450	5.0	O	alkyl hydroperoxide reductase
COG0178	5.0	L	The UvrABC repair system catalyzes the recognition and processing of DNA lesions. UvrA is an ATPase and a DNA-binding protein. A damage recognition complex composed of 2 uvrA and 2 uvrB subunits scans DNA for abnormalities. When the presence of a lesion has been verified by uvrB, the uvrA molecules dissociate
COG0178	5.0	L	nucleotide-excision repair
COG0623	5.0	I	enoyl-[acyl-carrier-protein] reductase (NADH) activity
COG1277	5.0	V	ABC-type transport system involved in multi-copper enzyme maturation permease component
COG1277	5.0	S	NA
2ZRPS	5.0	S	NA
COG0659	5.0	P	secondary active sulfate transmembrane transporter activity
COG3637	5.0	M	porin activity
COG3637	5.0	M	Has lipid A 3-O-deacylase activity. Hydrolyzes the ester bond at the 3 position of lipid A, a bioactive component of lipopolysaccharide (LPS), thereby releasing the primary fatty acyl moiety
COG0772	5.0	D	Belongs to the SEDS family
COG0772	5.0	D	peptidoglycan glycosyltransferase activity
32SUR	5.0	S	NA
COG2304	5.0	S	hyaluronan metabolic process
COG2304	5.0	IU	oxidoreductase activity
COG3278	5.0	C	Belongs to the heme-copper respiratory oxidase family
COG3278	5.0	C	oxidoreductase activity, acting on a heme group of donors, oxygen as acceptor
COG1487	5.0	Q	ribonuclease activity
COG1487	5.0	S	nuclease activity
COG3544	5.0	P	Protein conserved in bacteria
COG3544	5.0	S	Domain of unknown function (DUF305)
COG1385	5.0	J	rRNA (uridine-N3-)-methyltransferase activity
COG1187	5.0	J	pseudouridine synthase activity
COG0500	5.0	Q	methyltransferase
COG0500	5.0	Q	methyltransferase activity
COG2249	5.0	S	NAD(P)H dehydrogenase (quinone) activity
COG2249	5.0	K	NAD(P)H dehydrogenase (quinone) activity
COG3188	5.0	NU	usher protein
COG3188	5.0	NU	fimbrial usher porin activity
COG3552	5.0	O	Protein containing von Willebrand factor type A (VWA) domain
COG3552	5.0	S	VWA domain containing CoxE-like protein
33Z9W	5.0	S	NA
COG1324	5.0	P	response to metal ion
COG1324	5.0	P	tolerance protein
COG1409	5.0	DZ	Hydrolyzes cAMP to 5'-AMP. Plays an important regulatory role in modulating the intracellular concentration of cAMP, thereby influencing cAMP-dependent processes
COG1409	5.0	S	acid phosphatase activity
COG3117	5.0	S	lipopolysaccharide transmembrane transporter activity
COG3117	5.0	P	lipopolysaccharide transmembrane transporter activity
33W0D	5.0	S	NA
COG0144	5.0	J	RNA methylation
COG0144	5.0	J	Specifically methylates the cytosine at position 967 (m5C967) of 16S rRNA
COG0204	5.0	I	1-acylglycerol-3-phosphate O-acyltransferase activity
COG0204	5.0	I	Acyl-transferase
COG2323	5.0	S	Protein of unknown function (DUF421)
COG2323	5.0	K	membrane
30AG5	5.0	S	NA
3310H	5.0	S	NA
COG1281	5.0	O	Redox regulated molecular chaperone. Protects both thermally unfolding and oxidatively damaged proteins from irreversible aggregation. Plays an important role in the bacterial defense system toward oxidative stress
COG1281	5.0	O	unfolded protein binding
COG1345	5.0	N	cell adhesion
COG1345	5.0	N	Required for morphogenesis and for the elongation of the flagellar filament by facilitating polymerization of the flagellin monomers at the tip of growing filament. Forms a capping structure, which prevents flagellin subunits (transported through the central channel of the flagellum) from leaking out without polymerization at the distal end
COG2224	5.0	C	Isocitrate lyase
COG2224	5.0	C	isocitrate lyase activity
COG2314	5.0	S	TM2 domain
COG2314	5.0	J	TM2 domain
COG3381	5.0	C	protein complex oligomerization
COG3381	5.0	S	protein complex oligomerization
32X19	5.0	S	Protein of unknown function (DUF3426)
COG0600	5.0	P	alkanesulfonate transmembrane transporter activity
COG0600	5.0	P	ABC-type nitrate sulfonate bicarbonate transport system permease component
303WG	5.0	S	NA
COG4585	5.0	T	protein histidine kinase activity
COG4585	5.0	T	Histidine kinase
COG0640	5.0	K	Transcriptional regulator
COG0640	5.0	K	DNA-binding transcription factor activity
32YK1	5.0	S	NA
COG3671	5.0	S	NA
COG3671	5.0	M	membrane
333VN	5.0	S	phenol hydroxylase
COG1283	5.0	P	sodium-dependent phosphate transmembrane transporter activity
COG0282	5.0	F	Catalyzes the formation of acetyl phosphate from acetate and ATP. Can also catalyze the reverse reaction
COG0282	5.0	F	acetate kinase activity
COG1454	5.0	C	alcohol dehydrogenase
COG1454	5.0	C	hydroxyacid-oxoacid transhydrogenase activity
340UJ	5.0	S	NA
COG0785	5.0	O	cytochrome complex assembly
COG0785	5.0	O	Cytochrome C biogenesis protein
333Y3	5.0	S	NA
COG1047	5.0	O	Peptidyl-prolyl cis-trans
COG1047	5.0	O	modulation by symbiont of host adenylate cyclase-mediated signal transduction
COG0566	5.0	J	RNA methyltransferase activity
COG0566	5.0	J	Belongs to the class IV-like SAM-binding methyltransferase superfamily. RNA methyltransferase TrmH family
COG5285	5.0	Q	phytanoyl-CoA dioxygenase
COG5285	5.0	Q	dioxygenase activity
COG3264	5.0	M	Mechanosensitive ion channel
COG3264	5.0	M	cellular water homeostasis
33KFD	5.0	S	NA
COG4553	5.0	I	PHB de-polymerase C-terminus
COG3625	5.0	P	alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase activity
COG4799	5.0	I	Acetyl-CoA carboxylase, carboxyltransferase component subunits alpha and beta
COG4799	5.0	I	CoA carboxylase activity
COG4321	5.0	S	Ribbon-helix-helix domain
COG4321	5.0	O	Ribbon-helix-helix domain
COG0793	5.0	M	Belongs to the peptidase S41A family
COG1052	5.0	CH	Belongs to the D-isomer specific 2-hydroxyacid dehydrogenase family
COG1052	5.0	CH	NAD binding
COG5621	5.0	V	secreted hydrolase
COG5621	5.0	S	spheroidene biosynthetic process
345P2	5.0	S	NA
COG1875	5.0	T	ATPase related to phosphate starvation-inducible protein PhoH
COG1875	5.0	T	PIN domain
COG3077	5.0	L	Addiction module antitoxin, RelB DinJ family
COG3077	5.0	L	bacterial-type proximal promoter sequence-specific DNA binding
COG3118	5.0	O	glycerol ether metabolic process
COG3118	5.0	O	belongs to the thioredoxin family
COG3945	5.0	S	NA
COG3945	5.0	P	hemerythrin HHE cation binding domain
COG0111	5.0	EH	D-isomer specific 2-hydroxyacid dehydrogenase
COG0111	5.0	EH	4-phosphoerythronate dehydrogenase activity
COG2879	5.0	S	cellular response to DNA damage stimulus
COG2879	5.0	S	small protein
COG5476	5.0	GK	MlrC C-terminus
COG5476	5.0	S	MlrC C-terminus
COG1354	5.0	D	chromosome segregation
COG1354	5.0	D	Participates in chromosomal partition during cell division. May act via the formation of a condensin-like complex containing Smc and ScpB that pull DNA away from mid-cell into both cell halves
COG0841	5.0	V	Belongs to the resistance-nodulation-cell division (RND) (TC 2.A.6) family
COG0841	5.0	V	transmembrane transporter activity
COG0651	5.0	CP	ATP synthesis coupled electron transport
COG0815	5.0	M	lipoprotein biosynthetic process
COG0815	5.0	M	Transfers the fatty acyl group on membrane lipoproteins
COG2256	5.0	L	DNA replication
COG2256	5.0	L	atpase related to the helicase subunit of the holliday junction resolvase
COG1902	5.0	C	FMN binding
COG1902	5.0	C	pentaerythritol trinitrate reductase activity
2ZJ1W	5.0	S	NA
COG1680	5.0	V	COG1680 Beta-lactamase class C and other penicillin binding
COG1680	5.0	V	peptidase activity
COG1231	5.0	E	lycopene metabolic process
COG1231	5.0	E	oxidoreductase activity
346NB	5.0	S	NA
COG4630	5.0	F	Xanthine dehydrogenase iron-sulfur cluster and FAD-binding subunit A
COG4630	5.0	F	CO dehydrogenase flavoprotein C-terminal domain
COG2863	5.0	C	electron transfer activity
COG2863	5.0	C	cytochrome
COG0605	5.0	P	superoxide dismutase activity
COG0605	5.0	C	Destroys radicals which are normally produced within the cells and which are toxic to biological systems
33IZA	5.0	S	Protein of unknown function (DUF1488)
339IE	5.0	S	NA
COG3522	5.0	S	Bacterial Type VI secretion, VC_A0110, EvfL, ImpJ, VasE
COG3522	5.0	S	type VI secretion protein
33K7D	5.0	S	Protein of unknown function (DUF2970)
COG1541	5.0	H	Catalyzes the activation of phenylacetic acid (PA) to phenylacetyl-CoA (PA-CoA)
COG1541	5.0	H	phenylacetate-CoA ligase activity
COG0179	5.0	Q	hydrolase activity, acting on acid carbon-carbon bonds
COG0179	5.0	Q	Fumarylacetoacetate (FAA) hydrolase
COG2348	5.0	V	transferase activity, transferring amino-acyl groups
34509	5.0	S	NA
COG4654	5.0	C	electron transfer activity
COG4654	5.0	C	Cytochrome c, class I
COG0066	5.0	E	3-isopropylmalate dehydratase activity
COG0280	5.0	C	phosphate acetyltransferase activity
COG0280	5.0	C	phosphate acetyltransferase
COG0843	5.0	C	Cytochrome c oxidase is the component of the respiratory chain that catalyzes the reduction of oxygen to water. Subunits 1- 3 form the functional core of the enzyme complex. CO I is the catalytic subunit of the enzyme. Electrons originating in cytochrome c are transferred via the copper A center of subunit 2 and heme A of subunit 1 to the bimetallic center formed by heme A3 and copper B
COG0843	5.0	C	heme-copper terminal oxidase activity
COG1917	5.0	S	ectoine synthase activity
COG1917	5.0	L	Cupin 2, conserved barrel domain protein
COG0288	5.0	P	carbonate dehydratase activity
COG0288	5.0	P	reversible hydration of carbon dioxide
COG0611	5.0	H	Catalyzes the ATP-dependent phosphorylation of thiamine- monophosphate (TMP) to form thiamine-pyrophosphate (TPP), the active form of vitamin B1
COG0611	5.0	H	thiamine-phosphate kinase activity
COG0643	5.0	T	Histidine kinase
COG0643	5.0	T	phosphorelay sensor kinase activity
COG2198	5.0	T	phosphorelay signal transduction system
COG2198	5.0	T	Histidine kinase
COG0822	5.0	C	iron-sulfur transferase activity
32WND	5.0	S	NA
COG1716	5.0	T	ATPase activity
COG1716	5.0	T	histone H2A K63-linked ubiquitination
COG2114	5.0	T	cyclic purine nucleotide metabolic process
COG2114	5.0	T	Pfam Adenylate and Guanylate cyclase catalytic domain
COG1146	5.0	C	Ferredoxins are iron-sulfur proteins that transfer electrons in a wide variety of metabolic reactions
COG1146	5.0	C	4 iron, 4 sulfur cluster binding
COG1215	5.0	M	transferase activity, transferring glycosyl groups
COG1862	5.0	U	Preprotein translocase
COG1862	5.0	U	protein transport
COG4966	5.0	NU	NA
COG4966	5.0	NU	pilus assembly protein PilW
COG4726	5.0	NU	NA
COG4726	5.0	NU	Pilus assembly protein PilX
COG1842	5.0	KT	phage shock
COG1842	5.0	KT	Phage shock protein A
30T19	5.0	S	Protein of unknown function (DUF4088)
COG0535	5.0	S	pyrroloquinoline quinone biosynthetic process
COG0535	5.0	I	radical SAM domain protein
COG2057	5.0	I	Acyl CoA acetate 3-ketoacid CoA transferase beta subunit
COG2057	5.0	I	CoA-transferase activity
COG0431	5.0	P	NADPH-dependent FMN reductase
COG0431	5.0	S	FMN reductase (NADPH) activity
COG1763	5.0	H	Mo-molybdopterin cofactor biosynthetic process
COG1763	5.0	H	Mo-molybdopterin cofactor metabolic process
COG0625	5.0	O	glutathione transferase activity
COG4638	5.0	P	chlorophyllide a oxygenase [overall] activity
COG4638	5.0	P	Rieske (2fe-2S)
COG4774	5.0	P	siderophore transport
COG3009	5.0	S	identical protein binding
COG3009	5.0	Q	Protein conserved in bacteria
COG3256	5.0	P	Cytochrome C and Quinol oxidase polypeptide I
COG3256	5.0	P	nitric oxide reductase
COG3350	5.0	S	monooxygenase activity
COG3350	5.0	T	monooxygenase activity
33FPM	5.0	S	NA
COG1004	5.0	M	UDP-glucose 6-dehydrogenase activity
COG1004	5.0	M	Belongs to the UDP-glucose GDP-mannose dehydrogenase family
COG5383	5.0	S	Protein conserved in bacteria
COG5383	5.0	S	DUF1338
COG1104	5.0	E	cysteine desulfurase activity
COG1104	5.0	E	Master enzyme that delivers sulfur to a number of partners involved in Fe-S cluster assembly, tRNA modification or cofactor biosynthesis. Catalyzes the removal of elemental sulfur atoms from cysteine to produce alanine. Functions as a sulfur delivery protein for Fe-S cluster synthesis onto IscU, an Fe-S scaffold assembly protein, as well as other S acceptor proteins
COG2308	5.0	E	Evidence 4 Homologs of previously reported genes of
COG2308	5.0	S	glutamate-cysteine ligase activity
COG2838	5.0	C	isocitrate dehydrogenase (NADP+) activity
COG2838	5.0	C	Isocitrate dehydrogenase
COG0771	5.0	M	UDP-N-acetylmuramoylalanine-D-glutamate ligase activity
COG0771	5.0	M	Cell wall formation. Catalyzes the addition of glutamate to the nucleotide precursor UDP-N-acetylmuramoyl-L-alanine (UMA)
315WF	5.0	S	NA
COG1522	5.0	K	sequence-specific DNA binding
COG0446	5.0	S	flavin adenine dinucleotide binding
COG0446	5.0	Q	pyridine nucleotide-disulphide oxidoreductase
COG3971	5.0	Q	2-oxopent-4-enoate hydratase activity
COG1064	5.0	S	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor
COG1064	5.0	P	alcohol dehydrogenase
COG1622	5.0	C	oxidoreductase activity, acting on a heme group of donors, oxygen as acceptor
COG1091	5.0	M	dTDP-4-dehydrorhamnose reductase activity
COG2301	5.0	G	malyl-CoA lyase activity
COG2301	5.0	G	Belongs to the HpcH HpaI aldolase family
COG4380	5.0	S	Putative bacterial lipoprotein (DUF799)
COG4380	5.0	D	Lipoprotein
34AWG	5.0	S	NA
COG0411	5.0	E	L-isoleucine import across plasma membrane
COG0411	5.0	E	ABC transporter
COG0210	5.0	L	DNA helicase
COG0210	5.0	L	ATP-dependent DNA helicase activity
COG0247	5.0	C	lactate metabolic process
COG1674	5.0	D	chromosome segregation
COG1674	5.0	D	ftsk spoiiie
COG0681	5.0	U	Belongs to the peptidase S26 family
COG0681	5.0	U	signal peptide processing
30W03	5.0	S	NA
COG2896	5.0	H	GTP 3',8'-cyclase activity
COG2896	5.0	H	Catalyzes the cyclization of GTP to (8S)-3',8-cyclo-7,8- dihydroguanosine 5'-triphosphate
349KE	5.0	S	NA
COG4252	5.0	T	CHASE2
COG4252	5.0	T	Chase2 domain
2ZN3Q	5.0	S	NA
COG0187	5.0	L	DNA topoisomerase II activity
COG3304	5.0	L	Inner membrane component domain
COG3304	5.0	S	Inner membrane component domain
COG5006	5.0	K	permease, DMT superfamily
COG5006	5.0	S	threonine efflux transmembrane transporter activity
COG3316	5.0	L	Transposase and inactivated derivatives
COG3316	5.0	L	NA
COG1171	5.0	E	L-threonine ammonia-lyase activity
COG1171	5.0	E	Catalyzes the anaerobic formation of alpha-ketobutyrate and ammonia from threonine in a two-step reaction. The first step involved a dehydration of threonine and a production of enamine intermediates (aminocrotonate), which tautomerizes to its imine form (iminobutyrate). Both intermediates are unstable and short- lived. The second step is the nonenzymatic hydrolysis of the enamine imine intermediates to form 2-ketobutyrate and free ammonia. In the low water environment of the cell, the second step is accelerated by RidA
332E1	5.0	S	NA
COG3539	5.0	NU	Fimbrial protein
COG3539	5.0	NU	cell adhesion
COG1463	5.0	Q	lipid transport
COG1463	5.0	Q	ABC-type transport system involved in resistance to organic solvents, periplasmic component
COG3008	5.0	Q	intermembrane lipid transfer
COG3327	5.0	K	phenylacetate catabolic process
COG3327	5.0	K	negative regulation of DNA-templated transcription, initiation
2Z84D	5.0	S	Protein of unknown function (DUF1571)
COG3826	5.0	S	Oxygenase, catalysing oxidative methylation of damaged DNA
COG0151	5.0	F	Belongs to the GarS family
COG0151	5.0	F	phosphoribosylamine-glycine ligase activity
COG3831	5.0	H	ATPase activity
COG3831	5.0	S	NA
COG0491	5.0	S	hydroxyacylglutathione hydrolase activity
COG0491	5.0	GM	Thiolesterase that catalyzes the hydrolysis of S-D- lactoyl-glutathione to form glutathione and D-lactic acid
COG4395	5.0	E	Tim44
COG4395	5.0	S	Tim44
COG2872	5.0	G	Ser-tRNA(Ala) hydrolase activity
COG2872	5.0	S	Ser-tRNA(Ala) hydrolase activity
COG1788	5.0	I	Acyl CoA acetate 3-ketoacid CoA transferase, alpha subunit
COG1788	5.0	I	CoA-transferase activity
COG2860	5.0	ET	membrane
COG2860	5.0	S	UPF0126 domain
COG2128	5.0	T	Antioxidant protein with alkyl hydroperoxidase activity. Required for the reduction of the AhpC active site cysteine residues and for the regeneration of the AhpC enzyme activity
COG2128	5.0	S	hydroperoxide reductase activity
