## Mon Jun 14 10:31:56 2021
## emapper-2.1.4-2
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --data_dir /dev/shm/ -o out --output_dir /data/shared/emapper_jobs/user_data/MM_2rpcpd43 --temp_dir /data/shared/emapper_jobs/user_data/MM_2rpcpd43 --override -m diamond -i /data/shared/emapper_jobs/user_data/MM_2rpcpd43/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype proteins --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
tr|A0A4P6X0N2|A0A4P6X0N2_HYDPS	614083.AWQR01000005_gene1039	2e-182	645.2	COG0505@1|root,COG0505@2|Bacteria,1MUB9@1224|Proteobacteria,2VH9Q@28216|Betaproteobacteria,4ABQA@80864|Comamonadaceae	28216|Betaproteobacteria	F	Belongs to the CarA family	carA	-	6.3.5.5	ko:K01956	ko00240,ko00250,ko01100,map00240,map00250,map01100	M00051	R00256,R00575,R01395,R10948,R10949	RC00002,RC00010,RC00043,RC02750,RC02798,RC03314	ko00000,ko00001,ko00002,ko01000	-	-	-	CPSase_sm_chain,GATase
tr|A0A4P6WY73|A0A4P6WY73_HYDPS	1121116.KB894765_gene688	3.6e-106	391.7	COG1194@1|root,COG1194@2|Bacteria,1MUD4@1224|Proteobacteria,2VH21@28216|Betaproteobacteria,4ABGY@80864|Comamonadaceae	28216|Betaproteobacteria	L	TIGRFAM A G-specific adenine glycosylase	mutY	-	-	ko:K03575	ko03410,map03410	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	EndIII_4Fe-2S,HhH-GPD,NUDIX_4
tr|A0A4P6WUW0|A0A4P6WUW0_HYDPS	1458427.BAWN01000011_gene671	4.3e-171	607.4	COG0158@1|root,COG0158@2|Bacteria,1MW0E@1224|Proteobacteria,2VIJT@28216|Betaproteobacteria,4ACN6@80864|Comamonadaceae	28216|Betaproteobacteria	G	carbohydrate phosphatase activity	fbp1	-	3.1.3.11,3.1.3.37	ko:K01086	ko00010,ko00030,ko00051,ko00680,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,map00010,map00030,map00051,map00680,map00710,map01100,map01110,map01120,map01130,map01200	M00003,M00165,M00167	R00762,R01845,R04780	RC00017	ko00000,ko00001,ko00002,ko01000	-	-	-	FBPase
tr|A0A4P6WXI5|A0A4P6WXI5_HYDPS	397945.Aave_2755	0.0	1261.5	COG3451@1|root,COG3451@2|Bacteria,1MUEN@1224|Proteobacteria,2VJS9@28216|Betaproteobacteria,4AGBM@80864|Comamonadaceae	28216|Betaproteobacteria	U	F pilus assembly Type-IV secretion system for plasmid transfer	-	-	-	-	-	-	-	-	-	-	-	-	TraC_F_IV
tr|A0A4P6X1M8|A0A4P6X1M8_HYDPS	596154.Alide2_3292	1.4e-64	252.3	2EEUB@1|root,328X3@2|Bacteria,1NHDF@1224|Proteobacteria,2VYY4@28216|Betaproteobacteria,4AJMP@80864|Comamonadaceae	28216|Betaproteobacteria	S	Prokaryotic Ubiquitin	-	-	-	-	-	-	-	-	-	-	-	-	Prok_Ub
tr|A0A4P6WYY3|A0A4P6WYY3_HYDPS	864051.BurJ1DRAFT_2220	4e-298	1030.4	COG1529@1|root,COG1529@2|Bacteria,1QTTJ@1224|Proteobacteria,2VHB9@28216|Betaproteobacteria,1KJ3Z@119065|unclassified Burkholderiales	28216|Betaproteobacteria	C	Aerobic-type carbon monoxide dehydrogenase, large subunit CoxL CutL-like protein	-	-	1.3.99.16	ko:K07303	-	-	-	-	ko00000,ko01000	-	-	-	Ald_Xan_dh_C,Ald_Xan_dh_C2
tr|A0A4P6WYN4|A0A4P6WYN4_HYDPS	395495.Lcho_1486	3.5e-28	131.0	COG2151@1|root,COG2151@2|Bacteria,1MZ9Y@1224|Proteobacteria,2VUA0@28216|Betaproteobacteria,1KMI1@119065|unclassified Burkholderiales	28216|Betaproteobacteria	S	Pfam:DUF59	-	-	-	-	-	-	-	-	-	-	-	-	FeS_assembly_P
tr|A0A4P6WZW6|A0A4P6WZW6_HYDPS	397945.Aave_3318	2.1e-220	771.5	COG2265@1|root,COG2265@2|Bacteria,1MV3A@1224|Proteobacteria,2VHJ8@28216|Betaproteobacteria,4A9RZ@80864|Comamonadaceae	28216|Betaproteobacteria	J	Catalyzes the formation of 5-methyl-uridine at position 1939 (m5U1939) in 23S rRNA	rlmD	-	2.1.1.190	ko:K03215	-	-	-	-	ko00000,ko01000,ko03009	-	-	-	TRAM,tRNA_U5-meth_tr
tr|A0A4V1ABD1|A0A4V1ABD1_HYDPS	279714.FuraDRAFT_0554	3e-128	464.9	COG0444@1|root,COG0444@2|Bacteria,1R4KB@1224|Proteobacteria,2W0NK@28216|Betaproteobacteria,2KQ3Z@206351|Neisseriales	206351|Neisseriales	P	Belongs to the ABC transporter superfamily	dppD	-	-	ko:K12371	ko02010,map02010	M00324	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.5	-	-	ABC_tran,oligo_HPY
tr|A0A4P6X438|A0A4P6X438_HYDPS	365044.Pnap_0662	8.6e-93	347.1	COG1560@1|root,COG1560@2|Bacteria,1MVNI@1224|Proteobacteria,2VICZ@28216|Betaproteobacteria,4AC08@80864|Comamonadaceae	28216|Betaproteobacteria	M	Lipid A biosynthesis acyltransferase	htrB1	-	2.3.1.241	ko:K02517	ko00540,ko01100,map00540,map01100	M00060	R05146	RC00037,RC00039	ko00000,ko00001,ko00002,ko01000,ko01005	-	-	-	Lip_A_acyltrans
tr|A0A4P6WZG5|A0A4P6WZG5_HYDPS	358220.C380_13790	7.9e-37	160.6	COG3134@1|root,COG3134@2|Bacteria,1MVWD@1224|Proteobacteria,2VRJA@28216|Betaproteobacteria,4AE31@80864|Comamonadaceae	28216|Betaproteobacteria	S	17 kDa surface antigen	-	-	-	-	-	-	-	-	-	-	-	-	Rick_17kDa_Anti
tr|A0A4P6WS87|A0A4P6WS87_HYDPS	1286631.X805_01880	2.9e-45	188.0	COG2320@1|root,COG2320@2|Bacteria,1RIG1@1224|Proteobacteria,2WFVE@28216|Betaproteobacteria	28216|Betaproteobacteria	S	transcriptional regulators	-	-	-	-	-	-	-	-	-	-	-	-	-
tr|A0A4P6WVD0|A0A4P6WVD0_HYDPS	365044.Pnap_3266	4.7e-64	251.1	COG0664@1|root,COG0664@2|Bacteria,1R6BV@1224|Proteobacteria,2VN3A@28216|Betaproteobacteria,4AHFS@80864|Comamonadaceae	28216|Betaproteobacteria	K	helix_turn_helix, cAMP Regulatory protein	nnr	-	-	ko:K01420	-	-	-	-	ko00000,ko03000	-	-	-	HTH_Crp_2,cNMP_binding
tr|A0A4P6WY98|A0A4P6WY98_HYDPS	397945.Aave_2548	1.1e-174	619.4	COG1118@1|root,COG1118@2|Bacteria,1QTTT@1224|Proteobacteria,2VH92@28216|Betaproteobacteria,4AC3N@80864|Comamonadaceae	28216|Betaproteobacteria	P	Part of the ABC transporter complex CysAWTP involved in sulfate thiosulfate import. Responsible for energy coupling to the transport system	cysA	-	3.6.3.25	ko:K02045	ko00920,ko02010,map00920,map02010	M00185	-	-	ko00000,ko00001,ko00002,ko01000,ko02000	3.A.1.6.1,3.A.1.6.3	-	-	ABC_tran,TOBE_3
tr|A0A4P6X409|A0A4P6X409_HYDPS	713586.KB900536_gene2498	1.8e-130	472.2	COG1215@1|root,COG1215@2|Bacteria,1QU2F@1224|Proteobacteria,1RYY5@1236|Gammaproteobacteria,1WW1F@135613|Chromatiales	135613|Chromatiales	M	PFAM Glycosyl transferase family 2	-	-	-	-	-	-	-	-	-	-	-	-	Glycos_transf_2
tr|A0A4P6WTH7|A0A4P6WTH7_HYDPS	420662.Mpe_A0054	4e-61	241.5	COG0400@1|root,COG0400@2|Bacteria,1RA02@1224|Proteobacteria,2VJ6G@28216|Betaproteobacteria,1KKS0@119065|unclassified Burkholderiales	28216|Betaproteobacteria	S	Phospholipase/Carboxylesterase	estB	-	-	ko:K06999	-	-	-	-	ko00000	-	-	-	Abhydrolase_2
tr|A0A4P6WT47|A0A4P6WT47_HYDPS	1238450.VIBNISOn1_970100	1.7e-122	446.0	COG0395@1|root,COG0395@2|Bacteria,1MUMG@1224|Proteobacteria,1RX1R@1236|Gammaproteobacteria,1Y25J@135623|Vibrionales	135623|Vibrionales	U	Binding-protein-dependent transport system inner membrane component	-	-	-	ko:K10234	ko02010,map02010	M00201	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.1.32,3.A.1.1.8	-	-	BPD_transp_1
tr|A0A4P6X3Y3|A0A4P6X3Y3_HYDPS	517417.Cpar_1724	4.4e-182	644.0	COG1004@1|root,COG1004@2|Bacteria,1FDPS@1090|Chlorobi	1090|Chlorobi	C	Belongs to the UDP-glucose GDP-mannose dehydrogenase family	-	-	1.1.1.22	ko:K00012	ko00040,ko00053,ko00520,ko01100,map00040,map00053,map00520,map01100	M00014,M00129,M00361,M00362	R00286	RC00291	ko00000,ko00001,ko00002,ko01000	-	-	-	UDPG_MGDP_dh,UDPG_MGDP_dh_C,UDPG_MGDP_dh_N
tr|A0A4P6X4Q0|A0A4P6X4Q0_HYDPS	535289.Dtpsy_1707	6.6e-73	280.0	COG1576@1|root,COG1576@2|Bacteria,1R9Z2@1224|Proteobacteria,2VQ2M@28216|Betaproteobacteria,4A9YK@80864|Comamonadaceae	28216|Betaproteobacteria	J	Specifically methylates the pseudouridine at position 1915 (m3Psi1915) in 23S rRNA	rlmH	-	2.1.1.177	ko:K00783	-	-	-	-	ko00000,ko01000,ko03009	-	-	-	SPOUT_MTase
tr|A0A4P6X408|A0A4P6X408_HYDPS	1254432.SCE1572_12950	1.2e-87	329.3	COG0262@1|root,COG0262@2|Bacteria,1QH1Q@1224|Proteobacteria,4341U@68525|delta/epsilon subdivisions,2X4QE@28221|Deltaproteobacteria,2YZE6@29|Myxococcales	28221|Deltaproteobacteria	H	RibD C-terminal domain	-	-	-	-	-	-	-	-	-	-	-	-	RibD_C
tr|A0A4P6WYA2|A0A4P6WYA2_HYDPS	595537.Varpa_2084	1.3e-72	279.6	COG2378@1|root,COG2378@2|Bacteria,1MXS8@1224|Proteobacteria,2VP6N@28216|Betaproteobacteria,4ACSU@80864|Comamonadaceae	28216|Betaproteobacteria	K	Helix-turn-helix type 11 domain protein	-	-	-	-	-	-	-	-	-	-	-	-	HTH_11,WYL
tr|A0A4P6X6J3|A0A4P6X6J3_HYDPS	1268622.AVS7_00834	4.3e-77	295.0	COG2021@1|root,COG2021@2|Bacteria,1MVJV@1224|Proteobacteria,2VHU9@28216|Betaproteobacteria,4AAW1@80864|Comamonadaceae	1224|Proteobacteria	E	Transfers a succinyl group from succinyl-CoA to L- homoserine, forming succinyl-L-homoserine	-	-	2.3.1.31	ko:K00641	ko00270,ko01100,ko01130,map00270,map01100,map01130	-	R01776	RC00004,RC00041	ko00000,ko00001,ko01000	-	-	-	Abhydrolase_1
tr|A0A4P6WXK1|A0A4P6WXK1_HYDPS	1100721.ALKO01000017_gene1689	1.3e-24	119.0	COG2863@1|root,COG2863@2|Bacteria,1NGJ1@1224|Proteobacteria,2VVR2@28216|Betaproteobacteria,4AFHD@80864|Comamonadaceae	28216|Betaproteobacteria	C	cytochrome	soxE	-	-	-	-	-	-	-	-	-	-	-	Cytochrom_C
tr|A0A4P6WS07|A0A4P6WS07_HYDPS	864073.HFRIS_004288	4.1e-77	294.7	COG0325@1|root,COG0325@2|Bacteria,1MWN7@1224|Proteobacteria,2VHNY@28216|Betaproteobacteria,472ST@75682|Oxalobacteraceae	28216|Betaproteobacteria	S	Pyridoxal 5'-phosphate (PLP)-binding protein, which is involved in PLP homeostasis	-	-	-	ko:K06997	-	-	-	-	ko00000	-	-	-	Ala_racemase_N
tr|A0A4P6X1Y1|A0A4P6X1Y1_HYDPS	1268622.AVS7_03860	3.6e-37	160.6	COG3039@1|root,COG3039@2|Bacteria,1MVDK@1224|Proteobacteria,2VI1H@28216|Betaproteobacteria,4ABHU@80864|Comamonadaceae	28216|Betaproteobacteria	L	PFAM transposase, IS4 family protein	-	-	-	ko:K07481	-	-	-	-	ko00000	-	-	-	DDE_Tnp_1,DUF772
tr|A0A4P6X1C5|A0A4P6X1C5_HYDPS	1276756.AUEX01000005_gene2661	5.1e-154	550.8	COG3135@1|root,COG3135@2|Bacteria,1MUS1@1224|Proteobacteria,2VIN0@28216|Betaproteobacteria,4ABDM@80864|Comamonadaceae	28216|Betaproteobacteria	Q	PFAM Benzoate membrane transport protein	benE	-	-	ko:K05782	-	-	-	-	ko00000,ko02000	2.A.46.1	-	-	BenE
tr|A0A4P6WRK6|A0A4P6WRK6_HYDPS	1175306.GWL_17870	1.7e-54	218.8	COG3193@1|root,COG3193@2|Bacteria,1PP2G@1224|Proteobacteria,2WAB0@28216|Betaproteobacteria,478AN@75682|Oxalobacteraceae	28216|Betaproteobacteria	S	Haem-degrading	-	-	-	-	-	-	-	-	-	-	-	-	Haem_degrading
tr|A0A4P6WYT8|A0A4P6WYT8_HYDPS	296591.Bpro_5532	8.9e-157	559.7	COG3039@1|root,COG3039@2|Bacteria,1MVDK@1224|Proteobacteria,2VI1H@28216|Betaproteobacteria,4ABHU@80864|Comamonadaceae	28216|Betaproteobacteria	L	PFAM transposase, IS4 family protein	-	-	-	ko:K07481	-	-	-	-	ko00000	-	-	-	DDE_Tnp_1,DUF772
tr|A0A4P6X1V9|A0A4P6X1V9_HYDPS	1276756.AUEX01000033_gene1	2.2e-149	535.4	COG1804@1|root,COG1804@2|Bacteria,1NS9I@1224|Proteobacteria,2W0IT@28216|Betaproteobacteria,4AGHY@80864|Comamonadaceae	28216|Betaproteobacteria	C	CoA-transferase family III	-	-	-	-	-	-	-	-	-	-	-	-	CoA_transf_3
tr|A0A4P6WZD7|A0A4P6WZD7_HYDPS	395495.Lcho_1520	5.9e-126	458.0	COG0840@1|root,COG0840@2|Bacteria,1MU9B@1224|Proteobacteria,2VGZ8@28216|Betaproteobacteria,1KJZW@119065|unclassified Burkholderiales	28216|Betaproteobacteria	T	chemotaxis sensory transducer	-	-	-	ko:K03406,ko:K03776,ko:K05874	ko02020,ko02030,map02020,map02030	-	-	-	ko00000,ko00001,ko02035	-	-	-	4HB_MCP_1,HAMP,MCPsignal,PAS,PAS_3,PAS_8,PAS_9,sCache_2
tr|A0A4P6WXE7|A0A4P6WXE7_HYDPS	1100721.ALKO01000020_gene957	3.7e-178	630.9	COG0722@1|root,COG0722@2|Bacteria,1MU5Q@1224|Proteobacteria,2VH4W@28216|Betaproteobacteria,4ABHM@80864|Comamonadaceae	28216|Betaproteobacteria	E	Stereospecific condensation of phosphoenolpyruvate (PEP) and D-erythrose-4-phosphate (E4P) giving rise to 3-deoxy-D- arabino-heptulosonate-7-phosphate (DAHP)	-	-	2.5.1.54	ko:K01626	ko00400,ko01100,ko01110,ko01130,ko01230,ko02024,map00400,map01100,map01110,map01130,map01230,map02024	M00022	R01826	RC00435	ko00000,ko00001,ko00002,ko01000	-	-	-	DAHP_synth_1
tr|A0A4P6X5S2|A0A4P6X5S2_HYDPS	338969.Rfer_1884	2.3e-125	455.7	COG3213@1|root,COG3213@2|Bacteria,1MUJK@1224|Proteobacteria,2VJ75@28216|Betaproteobacteria,4ACDU@80864|Comamonadaceae	28216|Betaproteobacteria	P	PFAM NnrS family protein	nnrS	-	-	ko:K07234	-	-	-	-	ko00000	-	-	-	NnrS
tr|A0A4P6WZM3|A0A4P6WZM3_HYDPS	1097668.BYI23_B012730	1.4e-223	782.7	COG1203@1|root,COG1203@2|Bacteria,1MX99@1224|Proteobacteria,2VN60@28216|Betaproteobacteria,1K86F@119060|Burkholderiaceae	28216|Betaproteobacteria	L	DEAD-like helicases superfamily	cas3	-	-	ko:K07012	-	-	-	-	ko00000,ko01000,ko02048	-	-	-	DEAD,Helicase_C
tr|A0A4P6X4R2|A0A4P6X4R2_HYDPS	365044.Pnap_0376	5.7e-236	823.9	COG4232@1|root,COG4233@1|root,COG4232@2|Bacteria,COG4233@2|Bacteria,1MU8W@1224|Proteobacteria,2VI8I@28216|Betaproteobacteria,4AA54@80864|Comamonadaceae	28216|Betaproteobacteria	CO	PFAM cytochrome c biogenesis protein, transmembrane region	-	-	1.8.1.8	ko:K04084,ko:K08344	-	-	-	-	ko00000,ko01000,ko02000,ko03110	5.A.1.1,5.A.1.5	-	-	DsbC,DsbD,Thioredoxin_7
tr|A0A4P6X771|A0A4P6X771_HYDPS	887062.HGR_07261	4.5e-93	348.2	COG3489@1|root,COG3489@2|Bacteria,1MWBW@1224|Proteobacteria,2VJY2@28216|Betaproteobacteria,4ABEU@80864|Comamonadaceae	28216|Betaproteobacteria	S	Imelysin	-	-	-	ko:K07338	-	-	-	-	ko00000	-	-	-	Peptidase_M75
tr|A0A4P6WV58|A0A4P6WV58_HYDPS	614083.AWQR01000039_gene1460	0.0	1138.6	COG3127@1|root,COG3127@2|Bacteria,1MU9R@1224|Proteobacteria,2VHHQ@28216|Betaproteobacteria,4AB0J@80864|Comamonadaceae	28216|Betaproteobacteria	Q	FtsX-like permease family	-	-	-	ko:K02004	-	M00258	-	-	ko00000,ko00002,ko02000	3.A.1	-	-	FtsX,MacB_PCD
tr|A0A4P6X2H8|A0A4P6X2H8_HYDPS	338969.Rfer_3304	2.5e-37	162.2	2BX44@1|root,338XN@2|Bacteria,1N7KS@1224|Proteobacteria,2WFUJ@28216|Betaproteobacteria	28216|Betaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
tr|A0A4V1AB71|A0A4V1AB71_HYDPS	1157708.KB907457_gene2725	1.8e-57	229.2	COG1999@1|root,COG1999@2|Bacteria,1RHJ8@1224|Proteobacteria,2VR3M@28216|Betaproteobacteria,4ADTF@80864|Comamonadaceae	28216|Betaproteobacteria	S	SCO1/SenC	ypmQ_3	-	-	ko:K07152	-	-	-	-	ko00000,ko03029	-	-	-	SCO1-SenC
tr|A0A4P6X4H4|A0A4P6X4H4_HYDPS	1276756.AUEX01000001_gene994	0.0	1167.5	COG4263@1|root,COG4263@2|Bacteria,1MVIH@1224|Proteobacteria,2VM8J@28216|Betaproteobacteria,4ABMS@80864|Comamonadaceae	28216|Betaproteobacteria	C	Cytochrome c oxidase subunit	nosZ	-	1.7.2.4	ko:K00376	ko00910,ko01120,map00910,map01120	M00529	R02804	RC02861	ko00000,ko00001,ko00002,ko01000	-	-	-	COX2,Cu-oxidase_3,Cupredoxin_1
tr|A0A4P6X3M4|A0A4P6X3M4_HYDPS	511.JT27_13150	8.1e-15	87.0	28W4H@1|root,2ZI5C@2|Bacteria,1P6T3@1224|Proteobacteria,2W66M@28216|Betaproteobacteria	28216|Betaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
tr|A0A4P6X213|A0A4P6X213_HYDPS	394.NGR_c20760	7.2e-52	209.9	COG2128@1|root,COG2128@2|Bacteria,1RJ9Q@1224|Proteobacteria,2U96S@28211|Alphaproteobacteria,4BMV1@82115|Rhizobiaceae	28211|Alphaproteobacteria	S	Antioxidant protein with alkyl hydroperoxidase activity. Required for the reduction of the AhpC active site cysteine residues and for the regeneration of the AhpC enzyme activity	-	-	-	-	-	-	-	-	-	-	-	-	CMD
tr|A0A4V1AB88|A0A4V1AB88_HYDPS	614083.AWQR01000002_gene2961	1.6e-221	775.4	COG0402@1|root,COG0402@2|Bacteria,1MVPA@1224|Proteobacteria,2VJ4R@28216|Betaproteobacteria,4AD0G@80864|Comamonadaceae	28216|Betaproteobacteria	F	PFAM amidohydrolase	atzB	-	3.5.4.32	ko:K18456	-	-	-	-	ko00000,ko01000	-	-	-	Amidohydro_1
tr|A0A4P6X0S9|A0A4P6X0S9_HYDPS	1100721.ALKO01000021_gene714	1.5e-35	156.0	COG3017@1|root,COG3017@2|Bacteria,1N2F2@1224|Proteobacteria,2VUJH@28216|Betaproteobacteria,4AF6I@80864|Comamonadaceae	28216|Betaproteobacteria	M	Outer membrane lipoprotein	lolB	-	-	ko:K02494	-	-	-	-	ko00000	-	-	-	LolB
tr|A0A4P6WZA4|A0A4P6WZA4_HYDPS	1286631.X805_03320	2.2e-122	446.0	COG2425@1|root,COG2425@2|Bacteria,1N1RQ@1224|Proteobacteria,2VK1M@28216|Betaproteobacteria,1KJWG@119065|unclassified Burkholderiales	28216|Betaproteobacteria	S	von Willebrand factor (vWF) type A domain	-	-	-	-	-	-	-	-	-	-	-	-	VWA_2,VWA_CoxE
tr|A0A4P6X3U9|A0A4P6X3U9_HYDPS	497321.C664_05051	1.9e-70	272.3	COG2860@1|root,COG2860@2|Bacteria,1RHQN@1224|Proteobacteria,2VMQN@28216|Betaproteobacteria,2KWG9@206389|Rhodocyclales	206389|Rhodocyclales	S	UPF0126 domain	-	-	-	-	-	-	-	-	-	-	-	-	UPF0126
tr|A0A4P6X4E0|A0A4P6X4E0_HYDPS	614083.AWQR01000007_gene433	1.5e-89	336.3	COG0697@1|root,COG0697@2|Bacteria,1MXPW@1224|Proteobacteria,2VNUP@28216|Betaproteobacteria,4ACX6@80864|Comamonadaceae	28216|Betaproteobacteria	EG	EamA-like transporter family	-	-	-	-	-	-	-	-	-	-	-	-	EamA
tr|A0A4P6X531|A0A4P6X531_HYDPS	365044.Pnap_2198	3.4e-159	568.5	COG1807@1|root,COG1807@2|Bacteria,1PUE3@1224|Proteobacteria,2VHPU@28216|Betaproteobacteria,4A9MR@80864|Comamonadaceae	28216|Betaproteobacteria	M	4-amino-4-deoxy-L-arabinose transferase and related glycosyltransferases of PMT family	arnT	-	-	-	-	-	-	-	-	-	-	-	-
tr|A0A4P6WUJ6|A0A4P6WUJ6_HYDPS	338969.Rfer_0352	1.1e-172	612.8	COG0687@1|root,COG0687@2|Bacteria,1MUYW@1224|Proteobacteria,2VJDV@28216|Betaproteobacteria,4AAEK@80864|Comamonadaceae	28216|Betaproteobacteria	E	Required for the activity of the bacterial periplasmic transport system of putrescine	potF	-	-	ko:K11073	ko02010,map02010	M00300	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.11.2	-	-	SBP_bac_8
tr|A0A4P6WZ89|A0A4P6WZ89_HYDPS	1504672.669783298	4.1e-160	571.2	COG2358@1|root,COG2358@2|Bacteria,1PNJV@1224|Proteobacteria,2VI8H@28216|Betaproteobacteria,4A9YB@80864|Comamonadaceae	28216|Betaproteobacteria	S	NMT1-like family	-	-	-	-	-	-	-	-	-	-	-	-	NMT1_3
tr|A0A4P6X7F6|A0A4P6X7F6_HYDPS	358220.C380_09525	3.1e-22	110.2	COG1773@1|root,COG1773@2|Bacteria,1N731@1224|Proteobacteria,2VVP4@28216|Betaproteobacteria,4AFIW@80864|Comamonadaceae	28216|Betaproteobacteria	C	PFAM Rubredoxin-type Fe(Cys)4 protein	rubA1	-	-	-	-	-	-	-	-	-	-	-	Rubredoxin
tr|A0A4P6X4Q9|A0A4P6X4Q9_HYDPS	365044.Pnap_1547	1e-58	233.0	COG1495@1|root,COG1495@2|Bacteria,1RIJE@1224|Proteobacteria,2VREE@28216|Betaproteobacteria,4ADX3@80864|Comamonadaceae	28216|Betaproteobacteria	O	Required for disulfide bond formation in some periplasmic proteins. Acts by oxidizing the DsbA protein	dsbB	-	-	ko:K03611	-	-	-	-	ko00000,ko03110	5.A.2.1	-	-	DsbB
tr|A0A4P6WZW7|A0A4P6WZW7_HYDPS	688245.CtCNB1_1644	2.4e-39	168.7	COG4539@1|root,COG4539@2|Bacteria,1RHUB@1224|Proteobacteria,2VR5P@28216|Betaproteobacteria,4AJFI@80864|Comamonadaceae	28216|Betaproteobacteria	S	Protein of unknown function (DUF962)	-	-	-	-	-	-	-	-	-	-	-	-	DUF962
tr|A0A4P6WZJ3|A0A4P6WZJ3_HYDPS	358220.C380_10495	2.9e-236	824.3	COG1012@1|root,COG1012@2|Bacteria,1MU1V@1224|Proteobacteria,2VJNN@28216|Betaproteobacteria,4A9S2@80864|Comamonadaceae	28216|Betaproteobacteria	C	belongs to the aldehyde dehydrogenase family	aldHT	-	1.2.1.3	ko:K00128,ko:K22187	ko00010,ko00040,ko00053,ko00071,ko00280,ko00310,ko00330,ko00340,ko00380,ko00410,ko00561,ko00620,ko00625,ko00903,ko00981,ko01100,ko01110,ko01120,ko01130,map00010,map00040,map00053,map00071,map00280,map00310,map00330,map00340,map00380,map00410,map00561,map00620,map00625,map00903,map00981,map01100,map01110,map01120,map01130	M00135	R00264,R00631,R00710,R00904,R01752,R01986,R02549,R02678,R02940,R02957,R03283,R03869,R04065,R04506,R04903,R05050,R05237,R05238,R05286,R06366,R08146,R11768	RC00047,RC00071,RC00080,RC00186,RC00218,RC00242,RC00816,RC01500	ko00000,ko00001,ko00002,ko01000	-	-	-	Aldedh
tr|A0A4P6WUK6|A0A4P6WUK6_HYDPS	290315.Clim_0926	5e-146	524.2	COG1373@1|root,COG1373@2|Bacteria	2|Bacteria	V	ATPase (AAA superfamily	-	-	-	ko:K07133	-	-	-	-	ko00000	-	-	-	AAA_14,DUF4143
tr|A0A4V1ABG7|A0A4V1ABG7_HYDPS	1286631.X805_12740	4.8e-228	797.3	COG4664@1|root,COG4664@2|Bacteria,1R4MZ@1224|Proteobacteria,2VHHD@28216|Betaproteobacteria,1KJ5Z@119065|unclassified Burkholderiales	28216|Betaproteobacteria	Q	TRAP dicarboxylate transporter, DctM subunit	-	-	-	ko:K03299	-	-	-	-	ko00000,ko02000	2.A.8	-	-	DctM
tr|A0A4P6WXX3|A0A4P6WXX3_HYDPS	1000565.METUNv1_01385	9.4e-93	347.1	COG0530@1|root,COG0530@2|Bacteria,1MU3R@1224|Proteobacteria,2VHKV@28216|Betaproteobacteria,2KYPE@206389|Rhodocyclales	206389|Rhodocyclales	P	Sodium calcium	-	-	-	ko:K07301	-	-	-	-	ko00000,ko02000	2.A.19.5	-	-	Na_Ca_ex
tr|A0A4P6WX61|A0A4P6WX61_HYDPS	204773.HEAR1067	7.9e-55	220.7	COG1187@1|root,COG1187@2|Bacteria,1PYTZ@1224|Proteobacteria,2VNU1@28216|Betaproteobacteria,473ZP@75682|Oxalobacteraceae	28216|Betaproteobacteria	J	S4 RNA-binding domain	-	-	5.4.99.21	ko:K06182	-	-	-	-	ko00000,ko01000,ko03009	-	-	-	S4
tr|A0A4P6X2D5|A0A4P6X2D5_HYDPS	395495.Lcho_2478	1.7e-46	193.0	COG4951@1|root,COG4951@2|Bacteria,1RE15@1224|Proteobacteria,2VSA8@28216|Betaproteobacteria,1KKWJ@119065|unclassified Burkholderiales	28216|Betaproteobacteria	L	DNA primase small subunit	-	-	-	-	-	-	-	-	-	-	-	-	-
tr|A0A4P6X4G1|A0A4P6X4G1_HYDPS	1402135.SUH3_16110	1.3e-197	696.0	COG4799@1|root,COG4799@2|Bacteria,1MVAX@1224|Proteobacteria,2U35B@28211|Alphaproteobacteria,3ZZCI@60136|Sulfitobacter	28211|Alphaproteobacteria	I	Carboxyl transferase domain	-	-	6.4.1.4	ko:K01969	ko00280,ko01100,map00280,map01100	M00036	R04138	RC00367,RC00942	ko00000,ko00001,ko00002,ko01000	-	-	-	Carboxyl_trans
tr|A0A4P6X320|A0A4P6X320_HYDPS	365044.Pnap_2590	3e-55	221.5	COG0454@1|root,COG0456@2|Bacteria,1RH71@1224|Proteobacteria,2VS9R@28216|Betaproteobacteria,4ADX8@80864|Comamonadaceae	28216|Betaproteobacteria	K	Acetyltransferase (GNAT) domain	-	-	-	-	-	-	-	-	-	-	-	-	Acetyltransf_1
